Vendedor,SKU,Sexo,Tags,Vendedor,Nombre,Marca,Talla,Categoría,Subcategoría,Estilo,Estilo 2 (opcional),Color,Color (opcional),Precio Influ,Inventory,# Fotos,Precio Final,Fecha,Descripción
#1074,3.1074.61,Woman,"Woman, Outfitbook, XS, Pantalones, Pantalones de vestir, Casual, Eventos, Marrón",Jenn Muchelas,Pantalón marrón de vestir ,Outfitbook,XS,Pantalones,Pantalones de vestir,Casual,Eventos,Marrón,,"9,97",cubyn-fulfillment,3,"12,99",,
#1074,3.1074.62,Woman,"Woman, Women Secret, M, Pantalones, Pantalones fluidos, Boho, Casual, Beige",Jenn Muchelas,Pantalón beige fluido ,Women Secret,M,Pantalones,Pantalones fluidos,Boho,Casual,Beige,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.63,Woman,"Woman, Born, S, Conjuntos, Sportwear, Granate",Jenn Muchelas,Conjunto granate deportivo ,Born,S,Conjuntos,,Sportwear,,Granate,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.64,Woman,"Woman, Black Limba, S, Conjuntos, Sportwear, Azul",Jenn Muchelas,Conjunto azul deportivo,Black Limba,S,Conjuntos,,Sportwear,,Azul,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.65,Woman,"Woman, Primark, XS, Pantalones, Deporte, Sportwear, Blanco",Jenn Muchelas,Pantalón blanco corto deportivo,Primark,XS,Pantalones,Deporte,Sportwear,,Blanco,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.66,Woman,"Woman, Inbed, S, Lencería | Pijamas, Comfy, Rosa",Jenn Muchelas,Conjunto rosa de pijama ,Inbed,S,Lencería | Pijamas,,Comfy,,Rosa,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.67,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Casual, Marrón",Jenn Muchelas,Bufanda marrón ,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Casual,,Marrón,,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.68,Woman,"Woman, Women Secret , S, Bañadores | Bikinis, Bikinis, Beachwear, Blanco",Jenn Muchelas,Conjunto de bikini blanco,Women Secret ,S,Bañadores | Bikinis,Bikinis,Beachwear,,Blanco,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.69,Woman,"Woman, Women Secret , One size, Bolsos, Mimbre, Beachwear, Multicolor",Jenn Muchelas,Bolso de mimbre colores ,Women Secret ,One size,Bolsos,Mimbre,Beachwear,,Multicolor,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.70,Woman,"Woman, Women Secret, One size, Accesorios, Sombreros, Beachwear, Blanco",Jenn Muchelas,Buket hat rosa ,Women Secret,One size,Accesorios,Sombreros,Beachwear,,Blanco,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.71,Woman,"Woman, Otras marcas, One size, Accesorios, Bisutería, Casual, Rosa",Jenn Muchelas,Conjunto de pulsera gargantilla ,Otras marcas,One size,Accesorios,Bisutería,Casual,,Rosa,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.72,Woman,"Woman, Otras marcas, One size, Accesorios, Accesorios móvil, Casual, Verde, Plateado",Jenn Muchelas,Conjunto de gargantilla y anillo ,Otras marcas,One size,Accesorios,Accesorios móvil,Casual,,Verde,Plateado,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.73,Woman,"Woman, Guess, One size, Accesorios, Gafas de sol, Casual, Marrón",Jenn Muchelas,Gafas de sol marrón GUESS,Guess,One size,Accesorios,Gafas de sol,Casual,,Marrón,,"22,26",cubyn-fulfillment,3,"28,99",,
#1074,3.1074.74,Woman,"Woman, Ugg, 37, Calzado, Botines, Streetwear, Negro",Jenn Muchelas,UGG negras,Ugg,37,Calzado,Botines,Streetwear,,Negro,,"92,12",cubyn-fulfillment,3,"119,99",,
#1074,3.1074.75,Woman,"Woman, Jimmy Choo, 37 1/2, Calzado, Sandalias, Casual, Marrón",Jenn Muchelas,Sandalias marrón de tacón JIMMY CHOO,Jimmy Choo,37 1/2,Calzado,Sandalias,Casual,,Marrón,,"249,51",cubyn-fulfillment,3,"324,99",,
#1074,3.1074.76,Woman,"Woman, H&M, 34, Abrigos | Chaquetas, Chaquetas | Cazadoras, Casual, Amarillo",Jenn Muchelas,Chaqueta ocre de pelo ,H&M,34,Abrigos | Chaquetas,Chaquetas | Cazadoras,Casual,,Amarillo,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.77,Woman,"Woman, eseOese, M, Abrigos | Chaquetas, Abrigos, Casual, Blanco",Jenn Muchelas,Abrigo blanco (NUEVO),eseOese,M,Abrigos | Chaquetas,Abrigos,Casual,,Blanco,,"38,38",cubyn-fulfillment,3,"49,99",,
#1074,3.1074.78,Woman,"Woman, House of cb, M, Abrigos | Chaquetas, Chaquetas | Cazadoras, Casual, Azul",Jenn Muchelas,Chaqueta azul efecto piel con plumas,House of cb,M,Abrigos | Chaquetas,Chaquetas | Cazadoras,Casual,,Azul,,"46,06",cubyn-fulfillment,3,"59,99",,
#1074,3.1074.79,Woman,"Woman, Gentle Woman, One size, Abrigos | Chaquetas, Abrigos, Casual, Verde",Jenn Muchelas,Abrigo verde acolchado ,Gentle Woman,One size,Abrigos | Chaquetas,Abrigos,Casual,,Verde,,"92,12",cubyn-fulfillment,3,"119,99",,
#1074,3.1074.80,Woman,"Woman, Bershka, S, Abrigos | Chaquetas, Chaquetas | Cazadoras, Streetwear, Lila",Jenn Muchelas,Chaqueta lila acolchada,Bershka,S,Abrigos | Chaquetas,Chaquetas | Cazadoras,Streetwear,,Lila,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.81,Woman,"Woman, High Spirits, S, Jerséis | Cárdigans, Comfy, Multicolor",Jenn Muchelas,Jersey colores de punto (NUEVO),High Spirits,S,Jerséis | Cárdigans,,Comfy,,Multicolor,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.82,Woman,"Woman, Topshop, S, Vestidos, Vestidos mini, Party night, Casual, Negro",Jenn Muchelas,Vestido negro transparente,Topshop,S,Vestidos,Vestidos mini,Party night,Casual,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.83,Woman,"Woman, Vitrallet Studio, S, Tops, Crop tops, Streetwear, Blanco",Jenn Muchelas,Top blanco fluido,Vitrallet Studio,S,Tops,Crop tops,Streetwear,,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.84,Woman,"Woman, Otras marcas, S, Vestidos, Vestidos mini, Party night, Negro",Jenn Muchelas,Vestido negro fruncido efecto brillante,Otras marcas,S,Vestidos,Vestidos mini,Party night,,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.85,Woman,"Woman, Outfitbook, One size, Blusas | Camisas, Party night, Eventos, Negro",Jenn Muchelas,Blusa negra satinada,Outfitbook,One size,Blusas | Camisas,,Party night,Eventos,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.86,Woman,"Woman, Neena, XS, Camisetas, Beachwear, Verde",Jenn Muchelas,Camiseta verde transparente,Neena,XS,Camisetas,,Beachwear,,Verde,,"3,83",cubyn-fulfillment,3,"4,99",,
#1074,3.1074.87,Woman,"Woman, House of cb, S, Tops, Crop tops, Streetwear, Multicolor",Jenn Muchelas,Top estampado de flores ,House of cb,S,Tops,Crop tops,Streetwear,,Multicolor,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.88,Woman,"Woman, House of cb, S, Jerséis | Cárdigans, Comfy, Beige, Verde",Jenn Muchelas,Top estampado anudado,House of cb,S,Jerséis | Cárdigans,,Comfy,,Beige,Verde,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.89,Woman,"Woman, The Are, S, Vestidos, Vestidos mini, Casual, Verde",Jenn Muchelas,Vestido verde satinado ,The Are,S,Vestidos,Vestidos mini,Casual,,Verde,,"9,97",cubyn-fulfillment,3,"12,99",,
#1074,3.1074.90,Woman,"Woman, Zara, XS, Vestidos, Vestidos mini, Casual, Blanco, Negro",Jenn Muchelas,Vestido blanco y negro con capa (NUEVO),Zara,XS,Vestidos,Vestidos mini,Casual,,Blanco,Negro,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.91,Woman,"Woman, Reebok, S, Tops, Crop tops, Streetwear, ",Jenn Muchelas,Top marrón de pelo ,Reebok,S,Tops,Crop tops,Streetwear,,,,"13,04",cubyn-fulfillment,3,"16,99",,
#1074,3.1074.92,Woman,"Woman, Victoria Secret, XS, Lencería | Pijamas, Comfy, Rosa",Jenn Muchelas,Camisón de pijama rosa VICTORIA SECRET ,Victoria Secret,XS,Lencería | Pijamas,,Comfy,,Rosa,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.93,Woman,"Woman, Born Living Yoga , S, Deporte, Sportwear, Negro",Jenn Muchelas,Mono negro corto deportivo (NUEVO),Born Living Yoga ,S,Deporte,,Sportwear,,Negro,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.94,Woman,"Woman, H&M, XS, Jerséis | Cárdigans, Comfy, Verde",Jenn Muchelas,Jersey verde de canalé,H&M,XS,Jerséis | Cárdigans,,Comfy,,Verde,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.95,Woman,"Woman, Urban Outitters, S, Monos | Petos, Casual, Negro",Jenn Muchelas,Mono negro estampado de flores (NUEVO),Urban Outitters,S,Monos | Petos,,Casual,,Negro,,"17,65",cubyn-fulfillment,3,"22,99",,
#1074,3.1074.96,Woman,"Woman, Otras marcas, One size, Tops, Bodies, Party night, Negro",Jenn Muchelas,Body negro transparente,Otras marcas,One size,Tops,Bodies,Party night,,Negro,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.97,Woman,"Woman, Zara, M, Tops, Crop tops, Streetwear, Amarillo, Verde",Jenn Muchelas,Top de rayas ,Zara,M,Tops,Crop tops,Streetwear,,Amarillo,Verde,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.98,Woman,"Woman, Edikted, S, Tops, Crop tops, Streetwear, Naranja",Jenn Muchelas,Top naranja corset,Edikted,S,Tops,Crop tops,Streetwear,,Naranja,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.99,Woman,"Woman, Zara, M, Blusas | Camisas, Básicos, Naranja",Jenn Muchelas,Camisa naranja ,Zara,M,Blusas | Camisas,,Básicos,,Naranja,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.100,Woman,"Woman, Edited, 34, Tops, Crop tops, Streetwear, Amarillo",Jenn Muchelas,Top amarillo floreado,Edited,34,Tops,Crop tops,Streetwear,,Amarillo,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.101,Woman,"Woman, Zara, S, Vestidos, Vestidos mini, Denim, Blanco",Jenn Muchelas,Vestido blanco denim,Zara,S,Vestidos,Vestidos mini,Denim,,Blanco,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.102,Woman,"Woman, Outfitbook, S, Vestidos, Vestidos mini, Casual, Negro",Jenn Muchelas,Vestido negro de canalé,Outfitbook,S,Vestidos,Vestidos mini,Casual,,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.103,Woman,"Woman, Jaded, 34, Monos | Petos, Comfy, Multicolor",Jenn Muchelas,Mono de colores manga larga ,Jaded,34,Monos | Petos,,Comfy,,Multicolor,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.104,Woman,"Woman, NA-KD, 34, Faldas, Faldas midi, Casual, Negro",Jenn Muchelas,Falda negra satinada,NA-KD,34,Faldas,Faldas midi,Casual,,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.105,Woman,"Woman, My Peeptoes , S/M, Vestidos, Vestidos mini, Casual, Blanco, Negro",Jenn Muchelas,Vestido estampado cruzado (NUEVO),My Peeptoes ,S/M,Vestidos,Vestidos mini,Casual,,Blanco,Negro,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.106,Woman,"Woman, The Cotton Brand, One size, Blusas | Camisas, Básicos, Azul",Jenn Muchelas,Camisa azul ,The Cotton Brand,One size,Blusas | Camisas,,Básicos,,Azul,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.107,Woman,"Woman, Otras marcas, One size, Blusas | Camisas, Básicos, Verde",Jenn Muchelas,Camisa verde ,Otras marcas,One size,Blusas | Camisas,,Básicos,,Verde,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.108,Woman,"Woman, Champion, S, Deporte, Sportwear, Negro",Jenn Muchelas,Top negro deportivo CHAMPION,Champion,S,Deporte,,Sportwear,,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.109,Woman,"Woman, Outfitbook, S, Tops, Crop tops, Streetwear, Blanco",Jenn Muchelas,Top blanco espalda descubierta ,Outfitbook,S,Tops,Crop tops,Streetwear,,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.110,Woman,"Woman, Wrstbhvr, S, Camisetas, Streetwear, Negro",Jenn Muchelas,Camiseta negra estampada,Wrstbhvr,S,Camisetas,,Streetwear,,Negro,,"13,04",cubyn-fulfillment,3,"16,99",,
#1074,3.1074.111,Woman,"Woman, Liu Jo, 34, Blusas | Camisas, Casual, Negro",Jenn Muchelas,Blusa negra satinada LIUJO,Liu Jo,34,Blusas | Camisas,,Casual,,Negro,,"20,72",cubyn-fulfillment,3,"26,99",,
#1074,3.1074.112,Woman,"Woman, Lady Pipa , XS, Blusas | Camisas, Casual, Verde",Jenn Muchelas,Blusa verde mangas abullonadas,Lady Pipa ,XS,Blusas | Camisas,,Casual,,Verde,,"23,02",cubyn-fulfillment,3,"29,99",,
#1074,3.1074.113,Woman,"Woman, House of cb, S, Blazers, Casual, Eventos, Negro",Jenn Muchelas,Blazer negro (NUEVO),House of cb,S,Blazers,,Casual,Eventos,Negro,,"46,06",cubyn-fulfillment,3,"59,99",,
#1074,3.1074.114,Woman,"Woman, Storets , S/M, Abrigos | Chaquetas, Chaquetas | Cazadoras, Casual, Marrón",Jenn Muchelas,Chaqueta marrón crop efecto piel ,Storets ,S/M,Abrigos | Chaquetas,Chaquetas | Cazadoras,Casual,,Marrón,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.115,Woman,"Woman, Charcoal , 6, Vestidos, Vestidos mini, Denim, Rosa",Jenn Muchelas,Vestido rosa denim (NUEVO),Charcoal ,6,Vestidos,Vestidos mini,Denim,,Rosa,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.116,Woman,"Woman, Zara, XS/S, Tops, Crop tops, Streetwear, Azul",Jenn Muchelas,Top azul de crochet (NUEVO),Zara,XS/S,Tops,Crop tops,Streetwear,,Azul,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.117,Woman,"Woman, WRSTBHVR, S, Blusas | Camisas, Casual, Eventos, Azul",Jenn Muchelas,Blusa azul satinada,WRSTBHVR,S,Blusas | Camisas,,Casual,Eventos,Azul,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.118,Woman,"Woman, Storets, S/M, Blazers, Casual, Eventos, Verde",Jenn Muchelas,Blazer verde oversize,Storets,S/M,Blazers,,Casual,Eventos,Verde,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.119,Woman,"Woman, Storets, S/M, Blazers, Casual, Eventos, Rosa",Jenn Muchelas,Blazer rosa oversize,Storets,S/M,Blazers,,Casual,Eventos,Rosa,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.120,Woman,"Woman, Levi's, S, Abrigos | Chaquetas, Chaquetas | Cazadoras, Denim, Streetwear, Amarillo",Jenn Muchelas,Sobrecamisa amarilla denim (NUEVO),Levi's,S,Abrigos | Chaquetas,Chaquetas | Cazadoras,Denim,Streetwear,Amarillo,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.121,Woman,"Woman, Two.Zero, S, Blusas | Camisas, Vintage, Classic, Multicolor",Jenn Muchelas,Camisa colores fluido,Two.Zero,S,Blusas | Camisas,,Vintage,Classic,Multicolor,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.122,Woman,"Woman, Otras marcas, 2, Vestidos, Vestidos largos, Casual, Comfy, Multicolor, Rosa",Jenn Muchelas,Vestido flores satinado,Otras marcas,2,Vestidos,Vestidos largos,Casual,Comfy,Multicolor,Rosa,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.123,Woman,"Woman, Maje, 38, Vestidos, Vestidos largos, Vintage, Casual, Marrón, Multicolor",Jenn Muchelas,Vestido marrón fluido,Maje,38,Vestidos,Vestidos largos,Vintage,Casual,Marrón,Multicolor,"76,77",cubyn-fulfillment,3,"99,99",,
#1074,3.1074.124,Woman,"Woman, Storets, S/M, Tops, Crop tops, Comfy, Casual, Gris",Jenn Muchelas,Top jersey gris,Storets,S/M,Tops,Crop tops,Comfy,Casual,Gris,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.125,Woman,"Woman, Nude Project, M, Camisetas, Comfy, Streetwear, Marrón, Beige",Jenn Muchelas,Camiseta beige NP,Nude Project,M,Camisetas,,Comfy,Streetwear,Marrón,Beige,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.126,Woman,"Woman, Edikted, S, Jerséis | Cárdigans, Comfy, Streetwear, Verde",Jenn Muchelas,Cárdigan crop verde (NUEVO),Edikted,S,Jerséis | Cárdigans,,Comfy,Streetwear,Verde,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.127,Woman,"Woman, Cala, One size, Monos | Petos, Comfy, Casual, Multicolor",Jenn Muchelas,Mono colores pastel,Cala,One size,Monos | Petos,,Comfy,Casual,Multicolor,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.128,Woman,"Woman, Storets, S/M, Chalecos, Comfy, Streetwear, Gris",Jenn Muchelas,Chaleco gris efecto desgastado,Storets,S/M,Chalecos,,Comfy,Streetwear,Gris,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.129,Woman,"Woman, Asos, 36, Tops, Crop tops, Casual, Streetwear, Verde",Jenn Muchelas,Top verde anudado,Asos,36,Tops,Crop tops,Casual,Streetwear,Verde,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.130,Woman,"Woman, Colourful Rebel, S, Sudaderas, con capucha, Comfy, Streetwear, Amarillo",Jenn Muchelas,Sudadera amarilla (NUEVO),Colourful Rebel,S,Sudaderas,con capucha,Comfy,Streetwear,Amarillo,,"26,86",cubyn-fulfillment,3,"34,99",,
#1074,3.1074.131,Woman,"Woman, Ellese, 36, Sudaderas, con capucha, Comfy, Streetwear, Verde",Jenn Muchelas,Sudadera verde ELLESSE,Ellese,36,Sudaderas,con capucha,Comfy,Streetwear,Verde,,"26,86",cubyn-fulfillment,3,"34,99",,
#1074,3.1074.132,Woman,"Woman, Adika, S, Tops, Crop tops, Casual, Party night, Negro",Jenn Muchelas,Top negro anudado,Adika,S,Tops,Crop tops,Casual,Party night,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.133,Woman,"Woman, Meshki, XS, Vestidos, Vestidos mini, Casual, Party night, Rosa",Jenn Muchelas,Vestido rosa encaje (NUEVO),Meshki,XS,Vestidos,Vestidos mini,Casual,Party night,Rosa,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.134,Woman,"Woman, Colourful Rebel, S, Vestidos, Vestidos largos, Casual, Streetwear, Blanco",Jenn Muchelas,Kimono blanco troquelado (NUEVO),Colourful Rebel,S,Vestidos,Vestidos largos,Casual,Streetwear,Blanco,,"38,38",cubyn-fulfillment,3,"49,99",,
#1074,3.1074.135,Woman,"Woman, Motel, S, Tops, Crop tops, Casual, Streetwear, Blanco",Jenn Muchelas,Top corsé blanco ,Motel,S,Tops,Crop tops,Casual,Streetwear,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.136,Woman,"Woman, Song of Style, XS, Jerséis | Cárdigans, Casual, Comfy, Blanco",Jenn Muchelas,Cárdigan blanco,Song of Style,XS,Jerséis | Cárdigans,,Casual,Comfy,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.137,Woman,"Woman, The Are, S, Monos | Petos, Vintage, Comfy, Blanco",Jenn Muchelas,Mono blanco fluido,The Are,S,Monos | Petos,,Vintage,Comfy,Blanco,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.138,Woman,"Woman, Outfitbook, S, Tops, Crop tops, Casual, Básicos, Blanco",Jenn Muchelas,Top blanco cintura anudada,Outfitbook,S,Tops,Crop tops,Casual,Básicos,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.139,Woman,"Woman, Adika, M, Tops, Crop tops, Básicos, Blanco",Jenn Muchelas,Top blanco de anté,Adika,M,Tops,Crop tops,Básicos,,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.140,Woman,"Woman, Outfitbook, S, Tops, Crop tops, Básicos, Blanco",Jenn Muchelas,Top blanco de canalé,Outfitbook,S,Tops,Crop tops,Básicos,,Blanco,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.141,Woman,"Woman, Ellese, 36, Tops, Crop tops, Vintage, Básicos, Blanco",Jenn Muchelas,Top blanco tipo polo,Ellese,36,Tops,Crop tops,Vintage,Básicos,Blanco,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.142,Woman,"Woman, Vera & Lucy, M, Tops, Crop tops, Básicos, Rojo",Jenn Muchelas,Top rojo canalé,Vera & Lucy,M,Tops,Crop tops,Básicos,,Rojo,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.143,Woman,"Woman, Nike, S, Tops, Bodies, Classic, Streetwear, Blanco",Jenn Muchelas,Body camiseta blanco,Nike,S,Tops,Bodies,Classic,Streetwear,Blanco,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.144,Woman,"Woman, Shein, S, Faldas, Faldas mini, Básicos, Casual, Blanco",Jenn Muchelas,Falda tubo blanco,Shein,S,Faldas,Faldas mini,Básicos,Casual,Blanco,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.145,Woman,"Woman, Bershka, S, Pantalones, Pantalones de vestir, Casual, Party night, Negro",Jenn Muchelas,Pantalón negro terciopelo,Bershka,S,Pantalones,Pantalones de vestir,Casual,Party night,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.146,Woman,"Woman, LeGer, 34, Pantalones, Pantalones de vestir, Casual, Eventos, Azul",Jenn Muchelas,Pantalón azul satinado,LeGer,34,Pantalones,Pantalones de vestir,Casual,Eventos,Azul,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.147,Woman,"Woman, Sndys, XXS, Pantalones, Pantalones polipiel, Vintage, Casual, Marrón",Jenn Muchelas,Pantalón marrón de piel,Sndys,XXS,Pantalones,Pantalones polipiel,Vintage,Casual,Marrón,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.148,Woman,"Woman, Ginatricot, S, Pantalones, Pantalones fluidos, Vintage, Comfy, Verde",Jenn Muchelas,Pantalón verde terciopelo,Ginatricot,S,Pantalones,Pantalones fluidos,Vintage,Comfy,Verde,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.149,Woman,"Woman, 4th.Reckless, S, Faldas, Faldas mini, Comfy, Casual, Blanco",Jenn Muchelas,Falda blanca cruzada,4th.Reckless,S,Faldas,Faldas mini,Comfy,Casual,Blanco,,"9,97",cubyn-fulfillment,3,"12,99",,
#1074,3.1074.150,Woman,"Woman, Majorelle, XS, Tops, Crop tops, Básicos, Comfy, Marrón",Jenn Muchelas,Top strapless marrón,Majorelle,XS,Tops,Crop tops,Básicos,Comfy,Marrón,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.151,Woman,"Woman, Puma, S, Pantalones, Deporte, Básicos, Sportwear, Negro",Jenn Muchelas,Pantalón corto negro,Puma,S,Pantalones,Deporte,Básicos,Sportwear,Negro,,"9,97",cubyn-fulfillment,3,"12,99",,
#1074,3.1074.152,Woman,"Woman, Modstrom, XS, Pantalones, Pantalones de vestir, Classic, Casual, Marrón",Jenn Muchelas,Pantalón marrón de vestir ,Modstrom,XS,Pantalones,Pantalones de vestir,Classic,Casual,Marrón,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.153,Woman,"Woman, Nike, M, Pantalones, Deporte, Sportwear, Gris",Jenn Muchelas,Pantalón corto gris dri-fit,Nike,M,Pantalones,Deporte,Sportwear,,Gris,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.154,Woman,"Woman, Primark, XS, Pantalones, Deporte, Básicos, Sportwear, Azul",Jenn Muchelas,Pantalón corto azul,Primark,XS,Pantalones,Deporte,Básicos,Sportwear,Azul,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.155,Woman,"Woman, Han kjobenhavn, S, Pantalones, Pantalones fluidos, Comfy, Streetwear, Negro",Jenn Muchelas,Pantalón negro de canalé,Han kjobenhavn,S,Pantalones,Pantalones fluidos,Comfy,Streetwear,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.156,Woman,"Woman, Storets, S/M, Pantalones, Pantalones fluidos, Casual, Comfy, Naranja",Jenn Muchelas,Pantalón naranja plisado,Storets,S/M,Pantalones,Pantalones fluidos,Casual,Comfy,Naranja,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.157,Woman,"Woman, Born Living Yoga, S, Pantalones, Deporte, Sportwear, Verde",Jenn Muchelas,Pantalón corto verde lycra,Born Living Yoga,S,Pantalones,Deporte,Sportwear,,Verde,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.158,Woman,"Woman, Lady Pipa, XS, Pantalones, Pantalones de vestir, Casual, Eventos, Verde",Jenn Muchelas,Pantalón verde fluido,Lady Pipa,XS,Pantalones,Pantalones de vestir,Casual,Eventos,Verde,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.159,Woman,"Woman, Liu.jo, 27, Jeans, Pitillo, Denim, Negro",Jenn Muchelas,Jean negro pitillo,Liu.jo,27,Jeans,Pitillo,Denim,,Negro,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.160,Woman,"Woman, Motel, S, Faldas, Faldas midi, Casual, Comfy, Negro",Jenn Muchelas,Falda negra anudada,Motel,S,Faldas,Faldas midi,Casual,Comfy,Negro,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.161,Woman,"Woman, Asos, 34, Faldas, Faldas largas, Casual, Comfy, Naranja",Jenn Muchelas,Falda tubo naranja de canalé,Asos,34,Faldas,Faldas largas,Casual,Comfy,Naranja,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.162,Woman,"Woman, Pull&Bear, S, Pantalones, Pantalones cargo, Vintage, Classic, Marrón",Jenn Muchelas,Pantalón marrón tipo cargo,Pull&Bear,S,Pantalones,Pantalones cargo,Vintage,Classic,Marrón,,"9,97",cubyn-fulfillment,3,"12,99",,
#1074,3.1074.163,Woman,"Woman, Camila Coelho, XS, Faldas, Faldas largas, Casual, Party night, Naranja",Jenn Muchelas,Falda naranja fruncida,Camila Coelho,XS,Faldas,Faldas largas,Casual,Party night,Naranja,,"11,51",cubyn-fulfillment,3,"14,99",,
